03:37:49.2335345	 from:127.0.0.1:43439 ToSSL:192.168.166.54:41796	 0D-00-02-00-00
03:37:49.2534003	 From:192.168.166.54:41796 To:127.0.0.1:43439	 0E-00-02-00-00
03:37:54.5188581	 From:192.168.166.54:41796 To:127.0.0.1:43439	 05-00-08-00-00-05-14-04-02-05-1E
03:37:54.5198599	 From:192.168.166.54:41796 To:127.0.0.1:43439	 05-00-08-00-00-05-14-04-03-82-8E
03:37:59.8466759	 From:192.168.166.54:41796 To:127.0.0.1:43439	 05-00-08-00-00-05-14-00-45-00-DA
03:38:04.2669714	 from:127.0.0.1:43439 ToSSL:192.168.166.54:41796	 0D-00-02-00-00
03:38:04.2881926	 From:192.168.166.54:41796 To:127.0.0.1:43439	 0E-00-02-00-00
03:38:08.3330718	 From:192.168.166.54:41796 To:127.0.0.1:43439	 05-00-08-00-00-05-14-00-30-FF-ED
03:38:08.3330718	 From:192.168.166.54:41796 To:127.0.0.1:43439	 05-00-08-00-00-05-14-00-65-00-12
03:38:08.6610391	 From:192.168.166.54:41796 To:127.0.0.1:43439	 05-00-08-00-00-05-14-00-3B-00-EF
03:38:11.3095386	 From:192.168.166.54:41796 To:127.0.0.1:43439	 05-00-08-00-00-05-14-00-3E-00-E6
03:38:13.3455522	 from:127.0.0.1:43439 ToSSL:192.168.166.54:41796	 03-00-02-00-00
03:38:13.7384024	 From:192.168.166.54:41796 To:127.0.0.1:43443	 0F-00-01-02
03:38:13.7393105	 from:127.0.0.1:43443 ToSSL:192.168.166.54:41796	 01-00-0B-00-00-00-00-00-D9-40-FF-FF-F1-01
03:38:13.7603969	 From:192.168.166.54:41796 To:127.0.0.1:43443	 02-00-04-00-00-40-1F
03:38:13.7666616	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-11-05-14-00-0A-FD-C2
03:38:13.7697596	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0A-05-14-00-0A-00-2D
03:38:13.7697596	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0A-05-14-00-0C-00-37
03:38:13.7697596	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0B-05-14-00-0A-00-05
03:38:13.7697596	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0B-05-14-00-0B-FF-EC
03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0B-05-14-00-0E-00-0A
03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 12-00-7A-00-00-00-76-34-00-1E-07-53-00-68-00-6F-00-75-00-6C-00-64-00-20-00-62-00-65-00-20-00-6C-00-6F-00-61-00-64-00-65-00-64-00-2E-00-2E-00-2E-00-2F-00-6E-00-76-00-72-00-61-00-6D-00-2F-00-70-00-6F-00-73-00-65-00-72-00-73-00-53-00-41-00-76-00-65-00-73-00-2F-00-69-00-63-00-68-00-49-00-64-00-65-00-5F-00-44-00-39-00-5F-00-73-00-6C-00-74-00-5F-00-31-00-2E-00-74-00-78-00-74-00
<< loaded.../nvram/posersSAves/ichIde_D9_slt_1.txt


03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-08-00-00-05-14-00-13-00-09
03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0B-05-14-00-14-FF-F6
03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0B-05-14-00-15-00-05
03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0A-05-14-00-0E-00-0A
03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0B-05-14-00-0F-00-0A
03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0B-05-14-00-10-00-05
03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0B-05-14-00-0D-00-0A
03:38:13.7708245	 From:192.168.166.54:41796 To:127.0.0.1:43443	 05-00-0E-00-00-0B-38-00-00-00-0B-05-14-00-0C-00-05


03:38:14.4046518	 From:192.168.166.54:41796 To:127.0.0.1:43447	 0F-00-01-02
03:38:14.4046518	 from:127.0.0.1:43447 ToSSL:192.168.166.54:41796	 01-00-0B-00-00-00-00-00-D9-40-FF-FF-F1-01
03:38:14.4259776	 From:192.168.166.54:41796 To:127.0.0.1:43447	 02-00-04-00-00-40-1F
03:38:14.4329917	 from:127.0.0.1:43447 ToSSL:192.168.166.54:41796	 0B-00-13-00-D9-63-	
... no acept msg ??

